"rt"	"trial_type"	"trial_index"	"trial_index_global"	"time_elapsed"	"subject"	"condition"	"problems"	"workerId"	"moveNum"	"src"	"category"	"imageName"	"init_locationsX"	"init_locationsY"	"movesX"	"movesY"	"dropTime"	"dropCorrect"	"dropPosition"	"final_locationsX"	"final_locationsY"	"problem_type"	"responseL"	"responseR"
45904	"active-sort"	0	3	177147	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	4	"lib/images/pbp16/problem/pbp16_1-4.jpg"	"right"	"pbp16_1-4.jpg"	645	235	942	241	17095	1	"right"	942	241	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
45904	"active-sort"	0	3	177147	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	5	"lib/images/pbp16/problem/pbp16_2-3.jpg"	"right"	"pbp16_2-3.jpg"	755	235	942	348	25344	1	"right"	942	348	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
45904	"active-sort"	0	3	177148	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	6	"lib/images/pbp16/problem/pbp16_1-2.jpg"	"left"	"pbp16_1-2.jpg"	755	345	237	348	27982	1	"left"	237	348	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
45904	"active-sort"	0	3	177148	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	7	"lib/images/pbp16/problem/pbp16_3-4.jpg"	"right"	"pbp16_3-4.jpg"	645	345	942	455	30919	1	"right"	942	455	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
45904	"active-sort"	0	3	177148	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	8	"lib/images/pbp16/problem/pbp16_3-2.jpg"	"left"	"pbp16_3-2.jpg"	755	455	237	455	34203	1	"left"	237	455	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
45904	"active-sort"	0	3	177148	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	9	"lib/images/pbp16/problem/pbp16_2-2.jpg"	"left"	"pbp16_2-2.jpg"	645	455	125	455	36731	1	"left"	125	455	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
45904	"active-sort"	0	3	177148	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	10	"lib/images/pbp16/problem/pbp16_3-3.jpg"	"right"	"pbp16_3-3.jpg"	535	455	1054	455	38360	1	"right"	1054	455	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
45904	"active-sort"	0	3	177148	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	11	"lib/images/pbp16/problem/pbp16_1-3.jpg"	"right"	"pbp16_1-3.jpg"	425	455	1054	348	39627	1	"right"	1054	348	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
45904	"active-sort"	0	3	177148	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	12	"lib/images/pbp16/problem/pbp16_2-4.jpg"	"right"	"pbp16_2-4.jpg"	425	345	1054	241	40867	1	"right"	1054	241	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
45904	"active-sort"	0	3	177148	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	13	"lib/images/pbp16/problem/pbp16_2-1.jpg"	"left"	"pbp16_2-1.jpg"	535	235	125	241	41966	1	"left"	125	241	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
45904	"active-sort"	0	3	177148	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	14	"lib/images/pbp16/problem/pbp16_3-1.jpg"	"left"	"pbp16_3-1.jpg"	425	235	125	348	42898	1	"left"	125	348	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
28706	"test-sort"	0	6	227563	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	1	"lib/images/pbp16/test/pbp16_5-3.jpg"	"right"	"pbp16_5-3.jpg"	590	306	988.5	556	9594	1	"right"	988.5	556	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
28706	"test-sort"	0	6	227563	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	2	"lib/images/pbp16/test/pbp16_5-1.jpg"	"left"	"pbp16_5-1.jpg"	590	306	191.5	556	12766	1	"left"	191.5	556	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
28706	"test-sort"	0	6	227563	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	3	"lib/images/pbp16/test/pbp16_4-2.jpg"	"left"	"pbp16_4-2.jpg"	590	306	191.5	556	15235	1	"left"	191.5	556	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
28706	"test-sort"	0	6	227563	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	4	"lib/images/pbp16/test/pbp16_4-4.jpg"	"right"	"pbp16_4-4.jpg"	590	306	988.5	556	18579	1	"right"	988.5	556	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
28706	"test-sort"	0	6	227563	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	5	"lib/images/pbp16/test/pbp16_4-3.jpg"	"right"	"pbp16_4-3.jpg"	590	306	988.5	556	20071	1	"right"	988.5	556	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
28706	"test-sort"	0	6	227563	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	6	"lib/images/pbp16/test/pbp16_5-4.jpg"	"right"	"pbp16_5-4.jpg"	590	306	988.5	556	21536	1	"right"	988.5	556	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
28706	"test-sort"	0	6	227563	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	7	"lib/images/pbp16/test/pbp16_5-2.jpg"	"left"	"pbp16_5-2.jpg"	590	306	191.5	556	23221	1	"left"	191.5	556	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
28706	"test-sort"	0	6	227563	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	8	"lib/images/pbp16/test/pbp16_4-1.jpg"	"left"	"pbp16_4-1.jpg"	590	306	191.5	556	24705	1	"left"	191.5	556	"pbp16"	"the square was proceeded by a circle"	"the circle was proceeded by a square"
33946	"survey-text-leftRight"	0	7	263522	"p104932"	"active"	"pbp16"	"A3K43RI91Y567E"	NA	""	""	""	NA	NA	NA	NA	NA	NA	""	NA	NA	""	"the square was proceeded by a circle"	"the circle was proceeded by a square"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	1	"lib/images/pbp34/problem/pbp34_3-1.jpg"	"left"	"pbp34_3-1.jpg"	425.000030517578	344.571441650391	124.500007629395	240.071441650391	10153	1	"left"	124.500007629395	240.071441650391	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	2	"lib/images/pbp34/problem/pbp34_2-1.jpg"	"left"	"pbp34_2-1.jpg"	425.000030517578	234.571441650391	235.642868041992	240.071441650391	18091	1	"left"	235.642868041992	240.071441650391	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	3	"lib/images/pbp34/problem/pbp34_1-3.jpg"	"right"	"pbp34_1-3.jpg"	535	234.571441650391	941.500061035156	240.071441650391	22724	1	"right"	941.500061035156	240.071441650391	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	4	"lib/images/pbp34/problem/pbp34_2-2.jpg"	"left"	"pbp34_2-2.jpg"	645	234.571441650391	124.500007629395	346.214294433594	24898	1	"left"	124.500007629395	346.214294433594	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	5	"lib/images/pbp34/problem/pbp34_1-4.jpg"	"right"	"pbp34_1-4.jpg"	755.000061035156	234.571441650391	1052.64294433594	240.071441650391	26176	1	"right"	1052.64294433594	240.071441650391	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	6	"lib/images/pbp34/problem/pbp34_2-4.jpg"	"right"	"pbp34_2-4.jpg"	755.000061035156	344.571441650391	941.500061035156	346.205383300781	27683	1	"right"	941.500061035156	346.205383300781	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	7	"lib/images/pbp34/problem/pbp34_3-2.jpg"	"left"	"pbp34_3-2.jpg"	645	344.571441650391	1040	364.571441650391	30282	0	"right"	235.642868041992	346.205383300781	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	8	"lib/images/pbp34/problem/pbp34_3-2.jpg"	"left"	"pbp34_3-2.jpg"	645	344.571441650391	235.642868041992	346.205383300781	31527	1	"left"	235.642868041992	346.205383300781	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	9	"lib/images/pbp34/problem/pbp34_1-1.jpg"	"left"	"pbp34_1-1.jpg"	535	344.571441650391	124.500007629395	452.357177734375	35102	1	"left"	124.500007629395	452.357177734375	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	10	"lib/images/pbp34/problem/pbp34_1-2.jpg"	"left"	"pbp34_1-2.jpg"	425.000030517578	454.571441650391	235.642868041992	452.366088867188	36509	1	"left"	235.642868041992	452.366088867188	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	11	"lib/images/pbp34/problem/pbp34_3-4.jpg"	"right"	"pbp34_3-4.jpg"	535	454.571441650391	941.500061035156	452.366088867188	37669	1	"right"	941.500061035156	452.366088867188	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	12	"lib/images/pbp34/problem/pbp34_3-3.jpg"	"right"	"pbp34_3-3.jpg"	645	454.571441650391	1052.64294433594	346.214294433594	39067	1	"right"	1052.64294433594	346.214294433594	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
43171	"active-sort"	0	1	61552	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	13	"lib/images/pbp34/problem/pbp34_2-3.jpg"	"right"	"pbp34_2-3.jpg"	755.000061035156	454.571441650391	1052.64294433594	452.366088867188	40174	1	"right"	1052.64294433594	452.366088867188	"pbp34"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	1	"lib/images/pbp11b/problem/pbp11b_1-1.jpg"	"left"	"pbp11b_1-1.jpg"	425.000030517578	234.571441650391	124.500007629395	240.071441650391	7192	1	"left"	124.500007629395	240.071441650391	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	2	"lib/images/pbp11b/problem/pbp11b_1-3.jpg"	"right"	"pbp11b_1-3.jpg"	535	234.571441650391	941.500061035156	240.071441650391	8946	1	"right"	941.500061035156	240.071441650391	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	3	"lib/images/pbp11b/problem/pbp11b_2-1.jpg"	"left"	"pbp11b_2-1.jpg"	755.000061035156	234.571441650391	235.642868041992	240.071441650391	12637	1	"left"	235.642868041992	240.071441650391	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	4	"lib/images/pbp11b/problem/pbp11b_2-4.jpg"	"right"	"pbp11b_2-4.jpg"	645	234.571441650391	137	344.571441650391	14681	0	"left"	1052.64294433594	240.071441650391	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	5	"lib/images/pbp11b/problem/pbp11b_2-4.jpg"	"right"	"pbp11b_2-4.jpg"	645	234.571441650391	1052.64294433594	240.071441650391	15935	1	"right"	1052.64294433594	240.071441650391	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	6	"lib/images/pbp11b/problem/pbp11b_3-4.jpg"	"right"	"pbp11b_3-4.jpg"	755.000061035156	344.571441650391	115.000007629395	366.571441650391	17724	0	"left"	941.500061035156	346.205383300781	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	7	"lib/images/pbp11b/problem/pbp11b_3-4.jpg"	"right"	"pbp11b_3-4.jpg"	755.000061035156	344.571441650391	941.500061035156	346.205383300781	18766	1	"right"	941.500061035156	346.205383300781	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	8	"lib/images/pbp11b/problem/pbp11b_1-2.jpg"	"left"	"pbp11b_1-2.jpg"	645	344.571441650391	1089	354.571441650391	19889	0	"right"	124.500007629395	346.205383300781	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	9	"lib/images/pbp11b/problem/pbp11b_1-2.jpg"	"left"	"pbp11b_1-2.jpg"	645	344.571441650391	124.500007629395	346.205383300781	21209	1	"left"	124.500007629395	346.205383300781	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	10	"lib/images/pbp11b/problem/pbp11b_2-2.jpg"	"left"	"pbp11b_2-2.jpg"	425.000030517578	344.571441650391	235.651794433594	346.205383300781	22301	1	"left"	235.651794433594	346.205383300781	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	11	"lib/images/pbp11b/problem/pbp11b_3-3.jpg"	"right"	"pbp11b_3-3.jpg"	535	344.571441650391	1052.64294433594	346.205383300781	23744	1	"right"	1052.64294433594	346.205383300781	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	12	"lib/images/pbp11b/problem/pbp11b_3-2.jpg"	"left"	"pbp11b_3-2.jpg"	755.000061035156	454.571441650391	914.000061035156	458.571441650391	26813	0	"right"	124.500007629395	452.366088867188	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	13	"lib/images/pbp11b/problem/pbp11b_3-2.jpg"	"left"	"pbp11b_3-2.jpg"	755.000061035156	454.571441650391	124.500007629395	452.366088867188	27962	1	"left"	124.500007629395	452.366088867188	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	14	"lib/images/pbp11b/problem/pbp11b_2-3.jpg"	"right"	"pbp11b_2-3.jpg"	645	454.571441650391	250.000015258789	449.571441650391	28808	0	"left"	941.500061035156	452.366088867188	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	15	"lib/images/pbp11b/problem/pbp11b_2-3.jpg"	"right"	"pbp11b_2-3.jpg"	645	454.571441650391	941.500061035156	452.366088867188	31336	1	"right"	941.500061035156	452.366088867188	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	16	"lib/images/pbp11b/problem/pbp11b_1-4.jpg"	"right"	"pbp11b_1-4.jpg"	535	454.571441650391	241.000015258789	440.571441650391	33112	0	"left"	1052.64294433594	452.366088867188	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	17	"lib/images/pbp11b/problem/pbp11b_1-4.jpg"	"right"	"pbp11b_1-4.jpg"	535	454.571441650391	1052.64294433594	452.366088867188	35624	1	"right"	1052.64294433594	452.366088867188	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
40731	"active-sort"	0	3	111227	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	18	"lib/images/pbp11b/problem/pbp11b_3-1.jpg"	"left"	"pbp11b_3-1.jpg"	425.000030517578	454.571441650391	235.651794433594	452.366088867188	37720	1	"left"	235.651794433594	452.366088867188	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
19695	"test-sort"	0	6	143157	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	1	"lib/images/pbp11b/test/pbp11b_5-2.jpg"	"left"	"pbp11b_5-2.jpg"	590	306.714294433594	191.428573608398	556.214294433594	4799	1	"left"	191.428573608398	556.214294433594	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
19695	"test-sort"	0	6	143157	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	2	"lib/images/pbp11b/test/pbp11b_5-4.jpg"	"right"	"pbp11b_5-4.jpg"	590	306.714294433594	191.428573608398	556.214294433594	6815	0	"left"	191.428573608398	556.214294433594	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
19695	"test-sort"	0	6	143157	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	3	"lib/images/pbp11b/test/pbp11b_4-1.jpg"	"left"	"pbp11b_4-1.jpg"	590	306.714294433594	191.428573608398	556.214294433594	8189	1	"left"	191.428573608398	556.214294433594	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
19695	"test-sort"	0	6	143157	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	4	"lib/images/pbp11b/test/pbp11b_4-2.jpg"	"left"	"pbp11b_4-2.jpg"	590	306.714294433594	191.428573608398	556.214294433594	9515	1	"left"	191.428573608398	556.214294433594	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
19695	"test-sort"	0	6	143157	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	5	"lib/images/pbp11b/test/pbp11b_4-4.jpg"	"right"	"pbp11b_4-4.jpg"	590	306.714294433594	988.419677734375	556.214294433594	11212	1	"right"	988.419677734375	556.214294433594	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
19695	"test-sort"	0	6	143157	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	6	"lib/images/pbp11b/test/pbp11b_5-1.jpg"	"left"	"pbp11b_5-1.jpg"	590	306.714294433594	191.428573608398	556.214294433594	12519	1	"left"	191.428573608398	556.214294433594	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
19695	"test-sort"	0	6	143157	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	7	"lib/images/pbp11b/test/pbp11b_4-3.jpg"	"right"	"pbp11b_4-3.jpg"	590	306.714294433594	988.419677734375	556.214294433594	14356	1	"right"	988.419677734375	556.214294433594	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
19695	"test-sort"	0	6	143157	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	8	"lib/images/pbp11b/test/pbp11b_5-3.jpg"	"right"	"pbp11b_5-3.jpg"	590	306.714294433594	191.428573608398	556.214294433594	15691	0	"left"	191.428573608398	556.214294433594	"pbp11b"	"seemed more stable and orderly"	"seemed more chaotic"
22944	"survey-text-leftRight"	0	7	168128	"p109296"	"active"	"pbp11b"	"AZE084MMZVEYT"	NA	""	""	""	NA	NA	NA	NA	NA	NA	""	NA	NA	""	"seemed more stable and orderly"	"seemed more chaotic"
42265	"passive-sort"	0	1	128181	"p111472"	"passive"	"pbp28"	"A39SAU9HHC6K32"	1	"lib/images/pbp34/problem/pbp34_2-2.jpg"	"left"	"pbp34_2-2.jpg"	535	455	237	241	17375	1	"left"	237	241	"pbp34"	"These will roll."	"These will not roll."
42265	"passive-sort"	0	1	128181	"p111472"	"passive"	"pbp28"	"A39SAU9HHC6K32"	2	"lib/images/pbp34/problem/pbp34_1-2.jpg"	"left"	"pbp34_1-2.jpg"	535	235	237	348	20188	1	"left"	237	348	"pbp34"	"These will roll."	"These will not roll."
42265	"passive-sort"	0	1	128181	"p111472"	"passive"	"pbp28"	"A39SAU9HHC6K32"	3	"lib/images/pbp34/problem/pbp34_2-4.jpg"	"right"	"pbp34_2-4.jpg"	535	345	942	241	21884	1	"right"	942	241	"pbp34"	"These will roll."	"These will not roll."
42265	"passive-sort"	0	1	128181	"p111472"	"passive"	"pbp28"	"A39SAU9HHC6K32"	4	"lib/images/pbp34/problem/pbp34_2-1.jpg"	"left"	"pbp34_2-1.jpg"	645	235	237	455	25707	1	"left"	237	455	"pbp34"	"These will roll."	"These will not roll."
42265	"passive-sort"	0	1	128181	"p111472"	"passive"	"pbp28"	"A39SAU9HHC6K32"	5	"lib/images/pbp34/problem/pbp34_3-2.jpg"	"left"	"pbp34_3-2.jpg"	645	455	125	455	28453	1	"left"	125	455	"pbp34"	"These will roll."	"These will not roll."
42265	"passive-sort"	0	1	128181	"p111472"	"passive"	"pbp28"	"A39SAU9HHC6K32"	6	"lib/images/pbp34/problem/pbp34_1-3.jpg"	"right"	"pbp34_1-3.jpg"	425	455	942	348	30945	1	"right"	942	348	"pbp34"	"These will roll."	"These will not roll."
42265	"passive-sort"	0	1	128181	"p111472"	"passive"	"pbp28"	"A39SAU9HHC6K32"	7	"lib/images/pbp34/problem/pbp34_3-1.jpg"	"left"	"pbp34_3-1.jpg"	755	345	125	348	32883	1	"left"	125	348	"pbp34"	"These will roll."	"These will not roll."
42265	"passive-sort"	0	1	128181	"p111472"	"passive"	"pbp28"	"A39SAU9HHC6K32"	8	"lib/images/pbp34/problem/pbp34_1-1.jpg"	"left"	"pbp34_1-1.jpg"	645	345	125	241	34184	1	"left"	125	241	"pbp34"	"These will roll."	"These will not roll."
