,ResponseID,StartDate,EndDate,timeP1_1,timeP1_2,timeP1_3,timeP1_4,LeftP1,RightP2,timeP2_1,timeP2_2,timeP2_3,timeP2_4,LeftP2,RightP2.1,time2.1Sh.2.,Age,Sex,Lang,Lang_TEXT,DO.BR.FL_65,DO.BR.FL_71,DO.BR.FL_90,DO.BR.FL_72,DO.BR.FL_91,DO.BR.FL_73,DO.BR.FL_94,DO.BR.FL_74,DO.BR.FL_97,trialCode,time_1,species,trialKind,stimOrder,time_2,time_3,time_4,leftResponse,rightResponse,ComparisonType,SharedType,SharedTypeNum,trial,ResponseOne,ResponseTwo,wordLenRespOne,wordLenRespTwo,wordsRespOne,wordsRespTwo,taggedWordsRespOne,taggedWordsRespTwo,contentWordsRespOne,contentWordsRespTwo,contentWordsRespOneNoBe,contentWordsRespTwoNoBe,contentWordLenRespOne,contentWordLenRespTwo,contentWordLenRespOneNoBe,contentWordLenRespTwoNoBe,uniqueWordPercOne,uniqueWordPercTwo,uniqueContentWordPercOne,uniqueContentWordPercTwo,uniqueContentWordNoBePercOne,uniqueContentWordNoBePercTwo
84,R_2uC0G0WxcjIwN5T,1/15/16 15:53,1/15/16 15:55,1.721,6.895,10.726,2,circle,triangle,0.649,6.308,6.865,2,long,short,,28,2,1,,FL_72|FL_97|FL_74|FL_71|FL_91|FL_94|FL_73|FL_90,FL_L86,FL_L78,FL_L62,FL_L88,FL_L69,FL_L93,FL_L64,FL_L96,time2.1Su_1.1.,1.562,2,1Su,1,1.562,10.1,1,jagged,smooth,surface,shape,1,2_1Su,jagged,smooth,1,1,[u'jagged'],[u'smooth'],"[(u'jagged', 'VBD')]","[(u'smooth', 'NN')]","[(u'jagged', 'VBD')]","[(u'smooth', 'NN')]","[(u'jagged', 'VBD')]","[(u'smooth', 'NN')]",1,1,1,1,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
85,R_sFGiCOtAJbitX1f,1/15/16 15:51,1/15/16 15:55,2.834,12.182,20.691,2,circle,triangle,2.558,2.558,15.215,1,long line,short line,1,30,2,1,,FL_74|FL_91|FL_71|FL_73|FL_72|FL_90|FL_94|FL_97,FL_L86,FL_L81,FL_L62,FL_L88,FL_L69,FL_L93,FL_L64,FL_L96,time2.1Su_1.1.,1.982,2,1Su,1,2.63,18.41,2,sharp points,straight edges,surface,shape,1,2_1Su,sharp points,straight edges,2,2,"[u'sharp', u'points']","[u'straight', u'edges']","[(u'sharp', 'JJ'), (u'points', 'NNS')]","[(u'straight', 'RB'), (u'edges', 'VBZ')]","[(u'sharp', 'JJ'), (u'points', 'NNS')]","[(u'straight', 'RB'), (u'edges', 'VBZ')]","[(u'sharp', 'JJ'), (u'points', 'NNS')]","[(u'straight', 'RB'), (u'edges', 'VBZ')]",2,2,2,2,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
86,R_3G9hgZUwjBYhACv,1/15/16 15:54,1/15/16 15:56,1.534,1.534,7.655,1,circle,triangle,2.105,2.105,9.111,1,longer line,shorter line,1,40,2,1,,FL_97|FL_74|FL_90|FL_73|FL_91|FL_72|FL_94|FL_71,FL_L4,FL_L81,FL_L62,FL_L88,FL_L63,FL_L93,FL_L64,FL_L96,time2.1Su_1.1.,1.64,2,1Su,1,1.64,7.705,1,pokey,straight/smooth,surface,shape,1,2_1Su,pokey,straight/smooth,1,1,[u'pokey'],[u'straight/smooth'],"[(u'pokey', 'NN')]","[(u'straight/smooth', 'JJ')]","[(u'pokey', 'NN')]","[(u'straight/smooth', 'JJ')]","[(u'pokey', 'NN')]","[(u'straight/smooth', 'JJ')]",1,1,1,1,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
87,R_bNk5U3Jc4s2Gorn,1/15/16 15:52,1/15/16 15:57,1.97,18.937,19.584,3,has no edges,has straight lines,1.838,31.327,32.006,2,line is long,line is short,,27,2,2,vietnamese,FL_74|FL_73|FL_72|FL_94|FL_71|FL_97|FL_90|FL_91,FL_L86,FL_L81,FL_L62,FL_L89,FL_L69,FL_L93,FL_L70,FL_L96,time2.1Su_1.1.,1.476,2,1Su,1,24.015,30.884,3,is like cactus,shape like polygon,surface,shape,1,2_1Su,is like cactus,shape like polygon,3,3,"[u'is', u'like', u'cactus']","[u'shape', u'like', u'polygon']","[(u'is', 'VBZ'), (u'like', 'IN'), (u'cactus', 'NN')]","[(u'shape', 'NN'), (u'like', 'IN'), (u'polygon', 'NN')]","[(u'is', 'VBZ'), (u'cactus', 'NN')]","[(u'shape', 'NN'), (u'polygon', 'NN')]","[(u'cactus', 'NN')]","[(u'shape', 'NN'), (u'polygon', 'NN')]",2,2,1,2,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
88,R_uvHVTlMiI3QmmMF,1/15/16 15:52,1/15/16 15:58,3.957,3.957,24.545,1,no sides at all,has three sides,3.451,3.451,27.601,1,left line is longer,right line is shorter,,28,1,1,,FL_72|FL_90|FL_71|FL_94|FL_97|FL_73|FL_74|FL_91,FL_L4,FL_L81,FL_L62,FL_L88,FL_L69,FL_L92,FL_L70,FL_L95,time2.1Su_1.1.,7.078,2,1Su,1,7.078,37.687,1,lot of spikes,lot of pointed angles,surface,shape,1,2_1Su,lot of spikes,lot of pointed angles,3,4,"[u'lot', u'of', u'spikes']","[u'lot', u'of', u'pointed', u'angles']","[(u'lot', 'NN'), (u'of', 'IN'), (u'spikes', 'NNS')]","[(u'lot', 'NN'), (u'of', 'IN'), (u'pointed', 'VBN'), (u'angles', 'NNS')]","[(u'lot', 'NN'), (u'spikes', 'NNS')]","[(u'lot', 'NN'), (u'pointed', 'VBN'), (u'angles', 'NNS')]","[(u'lot', 'NN'), (u'spikes', 'NNS')]","[(u'lot', 'NN'), (u'pointed', 'VBN'), (u'angles', 'NNS')]",2,3,2,3,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
89,R_xt3dB0ytPWDogdX,1/15/16 15:58,1/15/16 16:01,3.621,3.621,16.836,1,has no corners,has corners,1.632,1.632,5.287,1,longer,shorter,,31,2,1,,FL_71|FL_90|FL_74|FL_91|FL_72|FL_73|FL_94|FL_97,FL_L86,FL_L78,FL_L62,FL_L89,FL_L69,FL_L93,FL_L64,FL_L96,time2.1Su_1.1.,1.6,2,1Su,1,1.6,7.648,1,has spikes,has no spikes,surface,shape,1,2_1Su,has spikes,has no spikes,2,3,"[u'has', u'spikes']","[u'has', u'no', u'spikes']","[(u'has', 'VBZ'), (u'spikes', 'NNS')]","[(u'has', 'VBZ'), (u'no', 'DT'), (u'spikes', 'NNS')]","[(u'has', 'VBZ'), (u'spikes', 'NNS')]","[(u'has', 'VBZ'), (u'spikes', 'NNS')]","[(u'has', 'VBZ'), (u'spikes', 'NNS')]","[(u'has', 'VBZ'), (u'spikes', 'NNS')]",2,2,2,2,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
90,R_2thTIpF3wYArBgJ,1/15/16 15:17,1/15/16 15:23,2.076,22.405,28.447,2,circle,triangle,1.593,1.593,8.028,1,long line,short line,,37,2,1,,FL_72|FL_90|FL_71|FL_74|FL_73|FL_94|FL_91|FL_97,FL_L4,FL_L78,FL_L62,FL_L88,FL_L69,FL_L93,FL_L70,FL_L96,time2.1Su_1.2.,2.915,2,1Su,2,2.915,47.423,1,flat lines,spikey lines,surface,shape,1,2_1Su,spikey lines,flat lines,2,2,"[u'spikey', u'lines']","[u'flat', u'lines']","[(u'spikey', 'NN'), (u'lines', 'NNS')]","[(u'flat', 'JJ'), (u'lines', 'NNS')]","[(u'spikey', 'NN'), (u'lines', 'NNS')]","[(u'flat', 'JJ'), (u'lines', 'NNS')]","[(u'spikey', 'NN'), (u'lines', 'NNS')]","[(u'flat', 'JJ'), (u'lines', 'NNS')]",2,2,2,2,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
91,R_9p1vpKtLWhvSGLD,1/15/16 15:22,1/15/16 15:27,4.301,9.605,13.926,2,its a circle,its a triangle,2.553,2.553,14.743,1,this line is longer,this line i sshorter,,21,1,1,,FL_97|FL_72|FL_71|FL_94|FL_74|FL_73|FL_91|FL_90,FL_L86,FL_L81,FL_L62,FL_L89,FL_L69,FL_L92,FL_L64,FL_L96,time2.1Su_1.2.,9.182,2,1Su,2,9.182,22.527,1,more vague,has sharper corners,surface,shape,1,2_1Su,has sharper corners,more vague,3,2,"[u'has', u'sharper', u'corners']","[u'more', u'vague']","[(u'has', 'VBZ'), (u'sharper', 'JJR'), (u'corners', 'NNS')]","[(u'more', 'JJR'), (u'vague', 'JJ')]","[(u'has', 'VBZ'), (u'sharper', 'JJR'), (u'corners', 'NNS')]","[(u'more', 'JJR'), (u'vague', 'JJ')]","[(u'has', 'VBZ'), (u'sharper', 'JJR'), (u'corners', 'NNS')]","[(u'more', 'JJR'), (u'vague', 'JJ')]",3,2,3,2,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
92,R_2e55U34yqTqt794,1/15/16 15:28,1/15/16 15:33,9.728,9.728,34.492,1,it's a circle in the square,it's a triangle in the square,2.43,2.43,13.844,1,the line is longer,the line is shorter,,39,1,1,,FL_91|FL_71|FL_94|FL_90|FL_73|FL_72|FL_97|FL_74,FL_L86,FL_L78,FL_L62,FL_L88,FL_L63,FL_L92,FL_L70,FL_L96,time2.1Su_1.2.,2.339,2,1Su,2,2.339,16.573,1,different shape drawn,very different shape,surface,shape,1,2_1Su,very different shape,different shape drawn,3,3,"[u'very', u'different', u'shape']","[u'different', u'shape', u'drawn']","[(u'very', 'RB'), (u'different', 'JJ'), (u'shape', 'NN')]","[(u'different', 'JJ'), (u'shape', 'NN'), (u'drawn', 'VBN')]","[(u'very', 'RB'), (u'different', 'JJ'), (u'shape', 'NN')]","[(u'different', 'JJ'), (u'shape', 'NN'), (u'drawn', 'VBN')]","[(u'very', 'RB'), (u'different', 'JJ'), (u'shape', 'NN')]","[(u'different', 'JJ'), (u'shape', 'NN'), (u'drawn', 'VBN')]",3,3,3,3,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
93,R_7P2v2GHsUPqaixr,1/15/16 15:51,1/15/16 15:54,1.128,1.128,6.956,1,circle,triangle,1.153,1.353,10.567,2,lengthier line,less lengthier line,,27,1,1,,FL_74|FL_90|FL_72|FL_71|FL_94|FL_97|FL_91|FL_73,FL_L86,FL_L81,FL_L62,FL_L88,FL_L63,FL_L92,FL_L64,FL_L95,time2.1Su_1.2.,0.993,2,1Su,2,0.993,20.678,1,collection of lines,a more natural drawing with spikes,surface,shape,1,2_1Su,a more natural drawing with spikes,collection of lines,6,3,"[u'a', u'more', u'natural', u'drawing', u'with', u'spikes']","[u'collection', u'of', u'lines']","[(u'a', 'DT'), (u'more', 'RBR'), (u'natural', 'JJ'), (u'drawing', 'NN'), (u'with', 'IN'), (u'spikes', 'NNS')]","[(u'collection', 'NN'), (u'of', 'IN'), (u'lines', 'NNS')]","[(u'more', 'RBR'), (u'natural', 'JJ'), (u'drawing', 'NN'), (u'spikes', 'NNS')]","[(u'collection', 'NN'), (u'lines', 'NNS')]","[(u'more', 'RBR'), (u'natural', 'JJ'), (u'drawing', 'NN'), (u'spikes', 'NNS')]","[(u'collection', 'NN'), (u'lines', 'NNS')]",4,2,4,2,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
94,R_1FKVGqPxtIE4pdF,1/15/16 15:53,1/15/16 15:58,1.46,1.82,9.317,2,circle,triangle,1.611,1.611,9.266,1,long line,short line,,43,2,1,,FL_72|FL_97|FL_94|FL_91|FL_90|FL_74|FL_71|FL_73,FL_L4,FL_L78,FL_L62,FL_L89,FL_L69,FL_L92,FL_L64,FL_L95,time2.1Su_1.2.,2.048,2,1Su,2,15.84,22.708,2,smooth outline,jagged outline,surface,shape,1,2_1Su,jagged outline,smooth outline,2,2,"[u'jagged', u'outline']","[u'smooth', u'outline']","[(u'jagged', 'VBD'), (u'outline', 'NN')]","[(u'smooth', 'NN'), (u'outline', 'NN')]","[(u'jagged', 'VBD'), (u'outline', 'NN')]","[(u'smooth', 'NN'), (u'outline', 'NN')]","[(u'jagged', 'VBD'), (u'outline', 'NN')]","[(u'smooth', 'NN'), (u'outline', 'NN')]",2,2,2,2,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
95,R_1gGfj8O5oKBnrJS,1/15/16 15:52,1/15/16 15:59,10.981,10.981,18.063,1,square,triangle,2.293,2.293,7.137,1,long line,short line,,27,1,1,,FL_91|FL_72|FL_90|FL_73|FL_94|FL_97|FL_74|FL_71,FL_L4,FL_L78,FL_L62,FL_L89,FL_L63,FL_L93,FL_L64,FL_L96,time2.1Su_1.2.,1.813,2,1Su,2,63.605,67.631,9,1 stroke,lot of strokes,surface,shape,1,2_1Su,lot of strokes,1 stroke,3,2,"[u'lot', u'of', u'strokes']","[u'1', u'stroke']","[(u'lot', 'NN'), (u'of', 'IN'), (u'strokes', 'NNS')]","[(u'1', 'LS'), (u'stroke', 'NN')]","[(u'lot', 'NN'), (u'strokes', 'NNS')]","[(u'1', 'LS'), (u'stroke', 'NN')]","[(u'lot', 'NN'), (u'strokes', 'NNS')]","[(u'1', 'LS'), (u'stroke', 'NN')]",2,2,2,2,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
96,R_3oGwlvMwRJfLkLL,1/15/16 15:53,1/15/16 15:59,9.586,9.586,19.293,1,circle,triangle,2.088,2.088,11.196,1,long line,short line,,55,1,1,,FL_97|FL_74|FL_71|FL_90|FL_91|FL_72|FL_73|FL_94,FL_L86,FL_L81,FL_L62,FL_L89,FL_L63,FL_L92,FL_L70,FL_L95,time2.1Su_1.2.,1.825,2,1Su,2,1.825,29.66,1,smooth edges,pointy edges,surface,shape,1,2_1Su,pointy edges,smooth edges,2,2,"[u'pointy', u'edges']","[u'smooth', u'edges']","[(u'pointy', 'NN'), (u'edges', 'NNS')]","[(u'smooth', 'NN'), (u'edges', 'NNS')]","[(u'pointy', 'NN'), (u'edges', 'NNS')]","[(u'smooth', 'NN'), (u'edges', 'NNS')]","[(u'pointy', 'NN'), (u'edges', 'NNS')]","[(u'smooth', 'NN'), (u'edges', 'NNS')]",2,2,2,2,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
97,R_2f2JAnFgFN58l8p,1/15/16 15:59,1/15/16 16:01,1.525,1.525,5.993,1,circle,triangle,1.26,1.26,4.244,1,long,short,,25,1,1,,FL_74|FL_71|FL_91|FL_97|FL_73|FL_90|FL_72|FL_94,FL_L4,FL_L81,FL_L62,FL_L88,FL_L63,FL_L92,FL_L70,FL_L95,time2.1Su_1.2.,0.871,2,1Su,2,9.571,9.857,2,straight,angles,surface,shape,1,2_1Su,angles,straight,1,1,[u'angles'],[u'straight'],"[(u'angles', 'NNS')]","[(u'straight', 'RB')]","[(u'angles', 'NNS')]","[(u'straight', 'RB')]","[(u'angles', 'NNS')]","[(u'straight', 'RB')]",1,1,1,1,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
98,R_3IXoBlayO6G3NVL,1/15/16 15:57,1/15/16 16:02,1.429,1.429,9.722,1,round,pointy,8.061,8.061,13.484,1,longer,shorter,1,27,1,2,Spanish,FL_90|FL_72|FL_97|FL_94|FL_71|FL_91|FL_73|FL_74,FL_L86,FL_L78,FL_L62,FL_L88,FL_L69,FL_L93,FL_L70,FL_L95,time2.1Su_1.2.,7.118,2,1Su,2,7.118,32.187,1,straight lines,free hand lines,surface,shape,1,2_1Su,free hand lines,straight lines,3,2,"[u'free', u'hand', u'lines']","[u'straight', u'lines']","[(u'free', 'JJ'), (u'hand', 'NN'), (u'lines', 'NNS')]","[(u'straight', 'RB'), (u'lines', 'VBZ')]","[(u'free', 'JJ'), (u'hand', 'NN'), (u'lines', 'NNS')]","[(u'straight', 'RB'), (u'lines', 'VBZ')]","[(u'free', 'JJ'), (u'hand', 'NN'), (u'lines', 'NNS')]","[(u'straight', 'RB'), (u'lines', 'VBZ')]",3,2,3,2,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
99,R_29bFNNtyRJ1Faid,1/15/16 16:24,1/15/16 16:30,8.405,19.189,20.213,4,circle,triangle,3.185,16.439,17.384,6,long line,shorter line,,39,2,2,Bengali,FL_94|FL_72|FL_91|FL_90|FL_74|FL_97|FL_71|FL_73,FL_L86,FL_L78,FL_L62,FL_L88,FL_L69,FL_L93,FL_L64,FL_L96,time2.1Su_1.2.,2.761,2,1Su,2,21.887,22.886,4,more straight lines,more spiked shapes,surface,shape,1,2_1Su,more spiked shapes,more straight lines,3,3,"[u'more', u'spiked', u'shapes']","[u'more', u'straight', u'lines']","[(u'more', 'JJR'), (u'spiked', 'VBN'), (u'shapes', 'NNS')]","[(u'more', 'JJR'), (u'straight', 'JJ'), (u'lines', 'NNS')]","[(u'more', 'JJR'), (u'spiked', 'VBN'), (u'shapes', 'NNS')]","[(u'more', 'JJR'), (u'straight', 'JJ'), (u'lines', 'NNS')]","[(u'more', 'JJR'), (u'spiked', 'VBN'), (u'shapes', 'NNS')]","[(u'more', 'JJR'), (u'straight', 'JJ'), (u'lines', 'NNS')]",3,3,3,3,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
100,R_PuIRuqhDuUOUpvb,1/15/16 15:21,1/15/16 15:28,1.308,13.052,14.054,3,circle,triangle,1.875,9.661,10.85,3,long line,short line,,20,1,1,,FL_91|FL_72|FL_71|FL_97|FL_74|FL_73|FL_94|FL_90,FL_L4,FL_L78,FL_L68,FL_L89,FL_L69,FL_L93,FL_L70,FL_L96,time2.2Su_1.1.,2.669,2,2Su,1,4.345,21.064,2,more rigid points,Straight lines on sides,surface,shape,2,2_2Su,more rigid points,Straight lines on sides,3,4,"[u'more', u'rigid', u'points']","[u'Straight', u'lines', u'on', u'sides']","[(u'more', 'JJR'), (u'rigid', 'VBD'), (u'points', 'NNS')]","[(u'Straight', 'RB'), (u'lines', 'VBZ'), (u'on', 'IN'), (u'sides', 'NNS')]","[(u'more', 'JJR'), (u'rigid', 'VBD'), (u'points', 'NNS')]","[(u'Straight', 'RB'), (u'lines', 'VBZ'), (u'sides', 'NNS')]","[(u'more', 'JJR'), (u'rigid', 'VBD'), (u'points', 'NNS')]","[(u'Straight', 'RB'), (u'lines', 'VBZ'), (u'sides', 'NNS')]",3,3,3,3,0.672413793,0.690909091,0.666666667,0.734693878,0.653061224,0.723404255
101,R_1jVSUb5xOFV66uP,1/15/16 15:26,1/15/16 15:29,0.841,0.841,11.903,1,It's a circle.,It's a triangle.,0.831,11.881,16.38,2,Longer line.,Shorter line.,1,28,2,1,,FL_94|FL_72|FL_73|FL_71|FL_74|FL_90|FL_97|FL_91,FL_L4,FL_L78,FL_L68,FL_L88,FL_L63,FL_L93,FL_L70,FL_L95,time2.2Su_1.1.,0.776,2,2Su,1,0.776,7.296,1,Jagged edges.,Smooth edges.,surface,shape,2,2_2Su,Jagged edges.,Smooth edges.,2,2,"[u'Jagged', u'edges.']","[u'Smooth', u'edges.']","[(u'Jagged', 'JJ'), (u'edges', 'NNS'), (u'.', '.')]","[(u'Smooth', 'NNP'), (u'edges', 'NNS'), (u'.', '.')]","[(u'Jagged', 'JJ'), (u'edges', 'NNS')]","[(u'Smooth', 'NNP'), (u'edges', 'NNS')]","[(u'Jagged', 'JJ'), (u'edges', 'NNS')]","[(u'Smooth', 'NNP'), (u'edges', 'NNS')]",2,2,2,2,0.672413793,0.690909091,0.666666667,0.734693878,0.653061224,0.723404255
102,R_9uAA61ginZnhUXv,1/15/16 15:50,1/15/16 15:54,3.055,3.055,23.821,1,is a circle,isa a triangle ,2.357,2.357,10.928,1,is longer,is shorter,,37,2,1,,FL_94|FL_74|FL_73|FL_97|FL_72|FL_91|FL_90|FL_71,FL_L4,FL_L78,FL_L68,FL_L89,FL_L63,FL_L92,FL_L70,FL_L95,time2.2Su_1.1.,3.203,2,2Su,1,3.203,23.843,1,jagged lines,straight lines,surface,shape,2,2_2Su,jagged lines,straight lines,2,2,"[u'jagged', u'lines']","[u'straight', u'lines']","[(u'jagged', 'VBD'), (u'lines', 'NNS')]","[(u'straight', 'RB'), (u'lines', 'VBZ')]","[(u'jagged', 'VBD'), (u'lines', 'NNS')]","[(u'straight', 'RB'), (u'lines', 'VBZ')]","[(u'jagged', 'VBD'), (u'lines', 'NNS')]","[(u'straight', 'RB'), (u'lines', 'VBZ')]",2,2,2,2,0.672413793,0.690909091,0.666666667,0.734693878,0.653061224,0.723404255
103,R_3MboPI9w4G1BcTx,1/15/16 15:50,1/15/16 15:55,13.185,23.71,29.637,2,Cicular,Triangular,5.459,8.702,12.978,2,Longer,Shorter,1,28,1,1,,FL_91|FL_94|FL_90|FL_72|FL_74|FL_73|FL_71|FL_97,FL_L4,FL_L78,FL_L68,FL_L88,FL_L63,FL_L93,FL_L64,FL_L95,time2.2Su_1.1.,3.898,2,2Su,1,21.535,30.927,3,Serrated edges,Dull edgea,surface,shape,2,2_2Su,Serrated edges,Dull edgea,2,2,"[u'Serrated', u'edges']","[u'Dull', u'edgea']","[(u'Serrated', 'NNP'), (u'edges', 'NNS')]","[(u'Dull', 'NNP'), (u'edgea', 'NN')]","[(u'Serrated', 'NNP'), (u'edges', 'NNS')]","[(u'Dull', 'NNP'), (u'edgea', 'NN')]","[(u'Serrated', 'NNP'), (u'edges', 'NNS')]","[(u'Dull', 'NNP'), (u'edgea', 'NN')]",2,2,2,2,0.672413793,0.690909091,0.666666667,0.734693878,0.653061224,0.723404255
104,R_27s4JkihOkiTFix,1/15/16 15:53,1/15/16 15:56,2.693,2.693,7.695,1,Circle,Triangle,2.026,2.026,8.586,1,Long line, Short line,1,25,2,1,,FL_72|FL_71|FL_74|FL_97|FL_94|FL_91|FL_73|FL_90,FL_L4,FL_L81,FL_L68,FL_L88,FL_L69,FL_L92,FL_L70,FL_L95,time2.2Su_1.1.,1.757,2,2Su,1,2.396,19.068,2,has more spiked lines,has more clear cut lines,surface,shape,2,2_2Su,has more spiked lines,has more clear cut lines,4,5,"[u'has', u'more', u'spiked', u'lines']","[u'has', u'more', u'clear', u'cut', u'lines']","[(u'has', 'VBZ'), (u'more', 'JJR'), (u'spiked', 'VBN'), (u'lines', 'NNS')]","[(u'has', 'VBZ'), (u'more', 'JJR'), (u'clear', 'JJ'), (u'cut', 'NN'), (u'lines', 'NNS')]","[(u'has', 'VBZ'), (u'more', 'JJR'), (u'spiked', 'VBN'), (u'lines', 'NNS')]","[(u'has', 'VBZ'), (u'more', 'JJR'), (u'clear', 'JJ'), (u'cut', 'NN'), (u'lines', 'NNS')]","[(u'has', 'VBZ'), (u'more', 'JJR'), (u'spiked', 'VBN'), (u'lines', 'NNS')]","[(u'has', 'VBZ'), (u'more', 'JJR'), (u'clear', 'JJ'), (u'cut', 'NN'), (u'lines', 'NNS')]",4,5,4,5,0.672413793,0.690909091,0.666666667,0.734693878,0.653061224,0.723404255
105,R_1f3ijP6IPsrwVQ0,1/15/16 15:52,1/15/16 15:57,5.714,5.714,22.087,1,its a circle,its a triangle,4.06,12.475,21.762,2,the middle line is longer,the middle line is shorter,,30,2,1,,FL_72|FL_91|FL_71|FL_74|FL_73|FL_90|FL_97|FL_94,FL_L86,FL_L78,FL_L68,FL_L89,FL_L69,FL_L92,FL_L70,FL_L95,time2.2Su_1.1.,5.313,2,2Su,1,11.7,19.087,2,jagged edges,smoother edges,surface,shape,2,2_2Su,jagged edges,smoother edges,2,2,"[u'jagged', u'edges']","[u'smoother', u'edges']","[(u'jagged', 'VBD'), (u'edges', 'NNS')]","[(u'smoother', 'PRP$'), (u'edges', 'NNS')]","[(u'jagged', 'VBD'), (u'edges', 'NNS')]","[(u'edges', 'NNS')]","[(u'jagged', 'VBD'), (u'edges', 'NNS')]","[(u'edges', 'NNS')]",2,1,2,1,0.672413793,0.690909091,0.666666667,0.734693878,0.653061224,0.723404255
106,R_3exXZga0lza4Np0,1/15/16 15:52,1/15/16 15:59,3.001,3.001,30.973,1,This is a circle. ,This is a triangle.,4.673,4.673,20.664,1,This line is longer than the other one.,This line is shorter than the other one.,1,36,2,1,,FL_91|FL_94|FL_90|FL_73|FL_71|FL_74|FL_72|FL_97,FL_L86,FL_L78,FL_L68,FL_L88,FL_L63,FL_L93,FL_L64,FL_L96,time2.2Su_1.1.,1.464,2,2Su,1,1.464,17.761,1,more jaggedy,only straight edges,surface,shape,2,2_2Su,more jaggedy,only straight edges,2,3,"[u'more', u'jaggedy']","[u'only', u'straight', u'edges']","[(u'more', 'JJR'), (u'jaggedy', 'JJ')]","[(u'only', 'RB'), (u'straight', 'VBD'), (u'edges', 'NNS')]","[(u'more', 'JJR'), (u'jaggedy', 'JJ')]","[(u'only', 'RB'), (u'straight', 'VBD'), (u'edges', 'NNS')]","[(u'more', 'JJR'), (u'jaggedy', 'JJ')]","[(u'only', 'RB'), (u'straight', 'VBD'), (u'edges', 'NNS')]",2,3,2,3,0.672413793,0.690909091,0.666666667,0.734693878,0.653061224,0.723404255
107,R_1FrHiXUTdfOkgcK,1/15/16 15:50,1/15/16 15:59,7.473,52.345,53.616,8,soft bent line,"rigid, straight line",7.995,33.334,34.632,4,long line,short line,1,47,2,1,,FL_71|FL_97|FL_91|FL_94|FL_73|FL_74|FL_90|FL_72,FL_L86,FL_L81,FL_L68,FL_L88,FL_L69,FL_L92,FL_L70,FL_L95,time2.2Su_1.1.,5.449,2,2Su,1,43.354,45.025,4,prickly appendages,angular appendages,surface,shape,2,2_2Su,prickly appendages,angular appendages,2,2,"[u'prickly', u'appendages']","[u'angular', u'appendages']","[(u'prickly', 'RB'), (u'appendages', 'VBZ')]","[(u'angular', 'JJ'), (u'appendages', 'NNS')]","[(u'prickly', 'RB'), (u'appendages', 'VBZ')]","[(u'angular', 'JJ'), (u'appendages', 'NNS')]","[(u'prickly', 'RB'), (u'appendages', 'VBZ')]","[(u'angular', 'JJ'), (u'appendages', 'NNS')]",2,2,2,2,0.672413793,0.690909091,0.666666667,0.734693878,0.653061224,0.723404255
108,R_O2w8r3lHWFOLYMV,1/15/16 15:56,1/15/16 16:01,1.648,1.648,27.619,1,There is a circle in the center,There is a triangle in the center,1.558,1.558,16.732,1,The line is long,The line is short,,23,1,1,,FL_94|FL_73|FL_90|FL_71|FL_74|FL_91|FL_97|FL_72,FL_L86,FL_L81,FL_L68,FL_L89,FL_L63,FL_L92,FL_L70,FL_L96,time2.2Su_1.1.,1.238,2,2Su,1,21.923,36.361,2,curves,straight edges,surface,shape,2,2_2Su,curves,straight edges,1,2,[u'curves'],"[u'straight', u'edges']","[(u'curves', 'NNS')]","[(u'straight', 'RB'), (u'edges', 'VBZ')]","[(u'curves', 'NNS')]","[(u'straight', 'RB'), (u'edges', 'VBZ')]","[(u'curves', 'NNS')]","[(u'straight', 'RB'), (u'edges', 'VBZ')]",1,2,1,2,0.672413793,0.690909091,0.666666667,0.734693878,0.653061224,0.723404255
