,ResponseID,StartDate,EndDate,timeP1_1,timeP1_2,timeP1_3,timeP1_4,LeftP1,RightP2,timeP2_1,timeP2_2,timeP2_3,timeP2_4,LeftP2,RightP2.1,time2.1Sh.2.,Age,Sex,Lang,Lang_TEXT,DO.BR.FL_65,DO.BR.FL_71,DO.BR.FL_90,DO.BR.FL_72,DO.BR.FL_91,DO.BR.FL_73,DO.BR.FL_94,DO.BR.FL_74,DO.BR.FL_97,trialCode,time_1,species,trialKind,stimOrder,time_2,time_3,time_4,leftResponse,rightResponse,ComparisonType,SharedType,SharedTypeNum,trial,ResponseOne,ResponseTwo,wordLenRespOne,wordLenRespTwo,wordsRespOne,wordsRespTwo,taggedWordsRespOne,taggedWordsRespTwo,contentWordsRespOne,contentWordsRespTwo,contentWordsRespOneNoBe,contentWordsRespTwoNoBe,contentWordLenRespOne,contentWordLenRespTwo,contentWordLenRespOneNoBe,contentWordLenRespTwoNoBe,uniqueWordPercOne,uniqueWordPercTwo,uniqueContentWordPercOne,uniqueContentWordPercTwo,uniqueContentWordNoBePercOne,uniqueContentWordNoBePercTwo
59,R_1gGfj8O5oKBnrJS,1/15/16 15:52,1/15/16 15:59,10.981,10.981,18.063,1,square,triangle,2.293,2.293,7.137,1,long line,short line,,27,1,1,,FL_91|FL_72|FL_90|FL_73|FL_94|FL_97|FL_74|FL_71,FL_L4,FL_L78,FL_L62,FL_L89,FL_L63,FL_L93,FL_L64,FL_L96,time1.1Sh_1.2.,3.537,1,1Sh,2,16.077,19.032,2,horse facing left,horse facing right,shape,surface,1,1_1Sh,horse facing right,horse facing left,3,3,"[u'horse', u'facing', u'right']","[u'horse', u'facing', u'left']","[(u'horse', 'NN'), (u'facing', 'VBG'), (u'right', 'NN')]","[(u'horse', 'NN'), (u'facing', 'VBG'), (u'left', 'VBN')]","[(u'horse', 'NN'), (u'facing', 'VBG'), (u'right', 'NN')]","[(u'horse', 'NN'), (u'facing', 'VBG'), (u'left', 'VBN')]","[(u'horse', 'NN'), (u'facing', 'VBG'), (u'right', 'NN')]","[(u'horse', 'NN'), (u'facing', 'VBG'), (u'left', 'VBN')]",3,3,3,3,0.733333333,0.736842105,0.711538462,0.705882353,0.705882353,0.7
60,R_xt3dB0ytPWDogdX,1/15/16 15:58,1/15/16 16:01,3.621,3.621,16.836,1,has no corners,has corners,1.632,1.632,5.287,1,longer,shorter,,31,2,1,,FL_71|FL_90|FL_74|FL_91|FL_72|FL_73|FL_94|FL_97,FL_L86,FL_L78,FL_L62,FL_L89,FL_L69,FL_L93,FL_L64,FL_L96,time1.1Sh_1.2.,1.643,1,1Sh,2,1.643,8.966,1,less,more,shape,surface,1,1_1Sh,more,less,1,1,[u'more'],[u'less'],"[(u'more', 'JJR')]","[(u'less', 'JJR')]","[(u'more', 'JJR')]","[(u'less', 'JJR')]","[(u'more', 'JJR')]","[(u'less', 'JJR')]",1,1,1,1,0.733333333,0.736842105,0.711538462,0.705882353,0.705882353,0.7
61,R_3nOAdEhCvjFUpSD,1/15/16 15:53,1/15/16 16:02,5.677,5.677,28.181,1,has no sides,has sides,2.255,2.255,11.552,1,is longer,is shorter,1,32,1,1,,FL_72|FL_74|FL_73|FL_90|FL_97|FL_71|FL_91|FL_94,FL_L86,FL_L78,FL_L68,FL_L88,FL_L69,FL_L92,FL_L64,FL_L95,time1.1Sh_1.2.,4.84,1,1Sh,2,4.84,90.277,1,more round edges,more pointy edges,shape,surface,1,1_1Sh,more pointy edges,more round edges,3,3,"[u'more', u'pointy', u'edges']","[u'more', u'round', u'edges']","[(u'more', 'JJR'), (u'pointy', 'NN'), (u'edges', 'NNS')]","[(u'more', 'JJR'), (u'round', 'NN'), (u'edges', 'NNS')]","[(u'more', 'JJR'), (u'pointy', 'NN'), (u'edges', 'NNS')]","[(u'more', 'JJR'), (u'round', 'NN'), (u'edges', 'NNS')]","[(u'more', 'JJR'), (u'pointy', 'NN'), (u'edges', 'NNS')]","[(u'more', 'JJR'), (u'round', 'NN'), (u'edges', 'NNS')]",3,3,3,3,0.733333333,0.736842105,0.711538462,0.705882353,0.705882353,0.7
62,R_VNZgvzbzGTYcEdb,1/15/16 15:23,1/15/16 15:25,2.751,3.013,8.542,2,Is a triangle ,is a circle,1.96,2.744,5.701,2,short ,long ,,33,2,1,,FL_90|FL_91|FL_97|FL_94|FL_73|FL_74|FL_72|FL_71,FL_L86,FL_L81,FL_L68,FL_L89,FL_L63,FL_L93,FL_L64,FL_L95,time1.2Sh_1.1.,26.309,1,2Sh,1,26.309,38.544,1,LONGER AND IT IS ALSO NARROW ,FATTER IN WIDTH AND SHORTER ,shape,surface,2,1_2Sh,LONGER AND IT IS ALSO NARROW ,FATTER IN WIDTH AND SHORTER ,6,5,"[u'LONGER', u'AND', u'IT', u'IS', u'ALSO', u'NARROW']","[u'FATTER', u'IN', u'WIDTH', u'AND', u'SHORTER']","[(u'LONGER', 'JJR'), (u'AND', 'CC'), (u'IT', 'PRP'), (u'IS', 'VBZ'), (u'ALSO', 'RB'), (u'NARROW', 'NNP')]","[(u'FATTER', 'NN'), (u'IN', 'IN'), (u'WIDTH', 'NNP'), (u'AND', 'CC'), (u'SHORTER', 'NNP')]","[(u'LONGER', 'JJR'), (u'IS', 'VBZ'), (u'ALSO', 'RB'), (u'NARROW', 'NNP')]","[(u'FATTER', 'NN'), (u'WIDTH', 'NNP'), (u'SHORTER', 'NNP')]","[(u'LONGER', 'JJR'), (u'IS', 'VBZ'), (u'ALSO', 'RB'), (u'NARROW', 'NNP')]","[(u'FATTER', 'NN'), (u'WIDTH', 'NNP'), (u'SHORTER', 'NNP')]",4,3,4,3,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
63,R_9p1vpKtLWhvSGLD,1/15/16 15:22,1/15/16 15:27,4.301,9.605,13.926,2,its a circle,its a triangle,2.553,2.553,14.743,1,this line is longer,this line i sshorter,,21,1,1,,FL_97|FL_72|FL_71|FL_94|FL_74|FL_73|FL_91|FL_90,FL_L86,FL_L81,FL_L62,FL_L89,FL_L69,FL_L92,FL_L64,FL_L96,time1.2Sh_1.1.,1.871,1,2Sh,1,6.335,16.249,2,more corners,sharper corners,shape,surface,2,1_2Sh,more corners,sharper corners,2,2,"[u'more', u'corners']","[u'sharper', u'corners']","[(u'more', 'JJR'), (u'corners', 'NNS')]","[(u'sharper', 'JJR'), (u'corners', 'NNS')]","[(u'more', 'JJR'), (u'corners', 'NNS')]","[(u'sharper', 'JJR'), (u'corners', 'NNS')]","[(u'more', 'JJR'), (u'corners', 'NNS')]","[(u'sharper', 'JJR'), (u'corners', 'NNS')]",2,2,2,2,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
64,R_2q9POO3pqmktnrU,1/15/16 15:25,1/15/16 15:33,4.55,17.183,29.722,2,The figure is round.,The figure has sides or edges.,2.386,15.893,28.515,2,It is a long horizontal line.,It is a shorter horizontal line.,,32,2,1,,FL_94|FL_71|FL_72|FL_91|FL_97|FL_74|FL_73|FL_90,FL_L86,FL_L81,FL_L68,FL_L89,FL_L69,FL_L92,FL_L64,FL_L95,time1.2Sh_1.1.,1.953,1,2Sh,1,30.592,45.944,4,Images seems to be moving down.,Image seems to be facing the opposite of the left image.,shape,surface,2,1_2Sh,Images seems to be moving down.,Image seems to be facing the opposite of the left image.,6,11,"[u'Images', u'seems', u'to', u'be', u'moving', u'down.']","[u'Image', u'seems', u'to', u'be', u'facing', u'the', u'opposite', u'of', u'the', u'left', u'image.']","[(u'Images', 'NNS'), (u'seems', 'VBZ'), (u'to', 'TO'), (u'be', 'VB'), (u'moving', 'VBG'), (u'down', 'IN'), (u'.', '.')]","[(u'Image', 'NN'), (u'seems', 'VBZ'), (u'to', 'TO'), (u'be', 'VB'), (u'facing', 'VBG'), (u'the', 'DT'), (u'opposite', 'JJ'), (u'of', 'IN'), (u'the', 'DT'), (u'left', 'NN'), (u'image', 'NN'), (u'.', '.')]","[(u'Images', 'NNS'), (u'seems', 'VBZ'), (u'be', 'VB'), (u'moving', 'VBG')]","[(u'Image', 'NN'), (u'seems', 'VBZ'), (u'be', 'VB'), (u'facing', 'VBG'), (u'opposite', 'JJ'), (u'left', 'NN'), (u'image', 'NN')]","[(u'Images', 'NNS'), (u'seems', 'VBZ'), (u'moving', 'VBG')]","[(u'Image', 'NN'), (u'seems', 'VBZ'), (u'facing', 'VBG'), (u'opposite', 'JJ'), (u'left', 'NN'), (u'image', 'NN')]",4,7,3,6,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
65,R_1pVu6bx2JrPBRAO,1/15/16 15:50,1/15/16 15:52,1.92,10.116,11.677,3,shape,shape,1.475,4.889,6.344,3,size,size,,27,1,1,,FL_72|FL_97|FL_71|FL_90|FL_73|FL_94|FL_74|FL_91,FL_L4,FL_L81,FL_L62,FL_L89,FL_L69,FL_L92,FL_L70,FL_L95,time1.2Sh_1.1.,1.822,1,2Sh,1,7.684,9.675,3,more,less,shape,surface,2,1_2Sh,more,less,1,1,[u'more'],[u'less'],"[(u'more', 'JJR')]","[(u'less', 'JJR')]","[(u'more', 'JJR')]","[(u'less', 'JJR')]","[(u'more', 'JJR')]","[(u'less', 'JJR')]",1,1,1,1,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
66,R_sFGiCOtAJbitX1f,1/15/16 15:51,1/15/16 15:55,2.834,12.182,20.691,2,circle,triangle,2.558,2.558,15.215,1,long line,short line,1,30,2,1,,FL_74|FL_91|FL_71|FL_73|FL_72|FL_90|FL_94|FL_97,FL_L86,FL_L81,FL_L62,FL_L88,FL_L69,FL_L93,FL_L64,FL_L96,time1.2Sh_1.1.,11.373,1,2Sh,1,16.607,19.865,2,six areas,seven areas,shape,surface,2,1_2Sh,six areas,seven areas,2,2,"[u'six', u'areas']","[u'seven', u'areas']","[(u'six', 'CD'), (u'areas', 'NNS')]","[(u'seven', 'CD'), (u'areas', 'NNS')]","[(u'six', 'CD'), (u'areas', 'NNS')]","[(u'seven', 'CD'), (u'areas', 'NNS')]","[(u'six', 'CD'), (u'areas', 'NNS')]","[(u'seven', 'CD'), (u'areas', 'NNS')]",2,2,2,2,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
67,R_27s4JkihOkiTFix,1/15/16 15:53,1/15/16 15:56,2.693,2.693,7.695,1,Circle,Triangle,2.026,2.026,8.586,1,Long line, Short line,1,25,2,1,,FL_72|FL_71|FL_74|FL_97|FL_94|FL_91|FL_73|FL_90,FL_L4,FL_L81,FL_L68,FL_L88,FL_L69,FL_L92,FL_L70,FL_L95,time1.2Sh_1.1.,6.518,1,2Sh,1,6.518,20.42,1,has more circles,has less circles,shape,surface,2,1_2Sh,has more circles,has less circles,3,3,"[u'has', u'more', u'circles']","[u'has', u'less', u'circles']","[(u'has', 'VBZ'), (u'more', 'JJR'), (u'circles', 'NNS')]","[(u'has', 'VBZ'), (u'less', 'JJR'), (u'circles', 'NNS')]","[(u'has', 'VBZ'), (u'more', 'JJR'), (u'circles', 'NNS')]","[(u'has', 'VBZ'), (u'less', 'JJR'), (u'circles', 'NNS')]","[(u'has', 'VBZ'), (u'more', 'JJR'), (u'circles', 'NNS')]","[(u'has', 'VBZ'), (u'less', 'JJR'), (u'circles', 'NNS')]",3,3,3,3,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
68,R_1l60jrGKazQcb9X,1/15/16 15:51,1/15/16 15:56,4.154,4.154,15.002,1,circle ,triangle ,3.434,3.434,11.994,1,is long,is short ,,36,1,1,,FL_97|FL_71|FL_90|FL_94|FL_72|FL_73|FL_74|FL_91,FL_L86,FL_L81,FL_L68,FL_L89,FL_L63,FL_L93,FL_L70,FL_L96,time1.2Sh_1.1.,3.247,1,2Sh,1,3.247,41.253,1,is wide,is more sectional ,shape,surface,2,1_2Sh,is wide,is more sectional ,2,3,"[u'is', u'wide']","[u'is', u'more', u'sectional']","[(u'is', 'VBZ'), (u'wide', 'VBN')]","[(u'is', 'VBZ'), (u'more', 'RBR'), (u'sectional', 'JJ')]","[(u'is', 'VBZ'), (u'wide', 'VBN')]","[(u'is', 'VBZ'), (u'more', 'RBR'), (u'sectional', 'JJ')]","[(u'wide', 'VBN')]","[(u'more', 'RBR'), (u'sectional', 'JJ')]",2,3,1,2,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
69,R_bNk5U3Jc4s2Gorn,1/15/16 15:52,1/15/16 15:57,1.97,18.937,19.584,3,has no edges,has straight lines,1.838,31.327,32.006,2,line is long,line is short,,27,2,2,vietnamese,FL_74|FL_73|FL_72|FL_94|FL_71|FL_97|FL_90|FL_91,FL_L86,FL_L81,FL_L62,FL_L89,FL_L69,FL_L93,FL_L70,FL_L96,time1.2Sh_1.1.,2.322,1,2Sh,1,2.322,31.536,1,three top bumps,two larger bottoms,shape,surface,2,1_2Sh,three top bumps,two larger bottoms,3,3,"[u'three', u'top', u'bumps']","[u'two', u'larger', u'bottoms']","[(u'three', 'CD'), (u'top', 'JJ'), (u'bumps', 'NNS')]","[(u'two', 'CD'), (u'larger', 'JJR'), (u'bottoms', 'NNS')]","[(u'three', 'CD'), (u'top', 'JJ'), (u'bumps', 'NNS')]","[(u'two', 'CD'), (u'larger', 'JJR'), (u'bottoms', 'NNS')]","[(u'three', 'CD'), (u'top', 'JJ'), (u'bumps', 'NNS')]","[(u'two', 'CD'), (u'larger', 'JJR'), (u'bottoms', 'NNS')]",3,3,3,3,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
70,R_uvHVTlMiI3QmmMF,1/15/16 15:52,1/15/16 15:58,3.957,3.957,24.545,1,no sides at all,has three sides,3.451,3.451,27.601,1,left line is longer,right line is shorter,,28,1,1,,FL_72|FL_90|FL_71|FL_94|FL_97|FL_73|FL_74|FL_91,FL_L4,FL_L81,FL_L62,FL_L88,FL_L69,FL_L92,FL_L70,FL_L95,time1.2Sh_1.1.,21.701,1,2Sh,1,21.701,46.298,1,a little bit wider,a little bit slimmer,shape,surface,2,1_2Sh,a little bit wider,a little bit slimmer,4,4,"[u'a', u'little', u'bit', u'wider']","[u'a', u'little', u'bit', u'slimmer']","[(u'a', 'DT'), (u'little', 'RB'), (u'bit', 'NN'), (u'wider', 'NN')]","[(u'a', 'DT'), (u'little', 'RB'), (u'bit', 'NN'), (u'slimmer', 'NN')]","[(u'little', 'RB'), (u'bit', 'NN'), (u'wider', 'NN')]","[(u'little', 'RB'), (u'bit', 'NN'), (u'slimmer', 'NN')]","[(u'little', 'RB'), (u'bit', 'NN'), (u'wider', 'NN')]","[(u'little', 'RB'), (u'bit', 'NN'), (u'slimmer', 'NN')]",3,3,3,3,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
71,R_3oGwlvMwRJfLkLL,1/15/16 15:53,1/15/16 15:59,9.586,9.586,19.293,1,circle,triangle,2.088,2.088,11.196,1,long line,short line,,55,1,1,,FL_97|FL_74|FL_71|FL_90|FL_91|FL_72|FL_73|FL_94,FL_L86,FL_L81,FL_L62,FL_L89,FL_L63,FL_L92,FL_L70,FL_L95,time1.2Sh_1.1.,2.324,1,2Sh,1,2.324,56.303,1,fatter in middle,narrower in middle,shape,surface,2,1_2Sh,fatter in middle,narrower in middle,3,3,"[u'fatter', u'in', u'middle']","[u'narrower', u'in', u'middle']","[(u'fatter', 'NN'), (u'in', 'IN'), (u'middle', 'NN')]","[(u'narrower', 'JJR'), (u'in', 'IN'), (u'middle', 'NN')]","[(u'fatter', 'NN'), (u'middle', 'NN')]","[(u'narrower', 'JJR'), (u'middle', 'NN')]","[(u'fatter', 'NN'), (u'middle', 'NN')]","[(u'narrower', 'JJR'), (u'middle', 'NN')]",2,2,2,2,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
72,R_O2w8r3lHWFOLYMV,1/15/16 15:56,1/15/16 16:01,1.648,1.648,27.619,1,There is a circle in the center,There is a triangle in the center,1.558,1.558,16.732,1,The line is long,The line is short,,23,1,1,,FL_94|FL_73|FL_90|FL_71|FL_74|FL_91|FL_97|FL_72,FL_L86,FL_L81,FL_L68,FL_L89,FL_L63,FL_L92,FL_L70,FL_L96,time1.2Sh_1.1.,0.455,1,2Sh,1,45.799,47.619,2,more jagged edges,less jagged edges,shape,surface,2,1_2Sh,more jagged edges,less jagged edges,3,3,"[u'more', u'jagged', u'edges']","[u'less', u'jagged', u'edges']","[(u'more', 'JJR'), (u'jagged', 'VBD'), (u'edges', 'NNS')]","[(u'less', 'JJR'), (u'jagged', 'VBD'), (u'edges', 'NNS')]","[(u'more', 'JJR'), (u'jagged', 'VBD'), (u'edges', 'NNS')]","[(u'less', 'JJR'), (u'jagged', 'VBD'), (u'edges', 'NNS')]","[(u'more', 'JJR'), (u'jagged', 'VBD'), (u'edges', 'NNS')]","[(u'less', 'JJR'), (u'jagged', 'VBD'), (u'edges', 'NNS')]",3,3,3,3,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
73,R_1jVxibCBgYDGMhZ,1/15/16 15:25,1/15/16 15:29,1.396,1.396,11.197,1,circle,triangle,1.435,1.723,5.649,2,long line,short line,1,36,1,1,,FL_71|FL_74|FL_90|FL_94|FL_72|FL_73|FL_91|FL_97,FL_L4,FL_L81,FL_L62,FL_L88,FL_L63,FL_L93,FL_L64,FL_L96,time1.2Sh_1.2.,1.602,1,2Sh,2,22.396,23.563,5,the shape,the shape,shape,surface,2,1_2Sh,the shape,the shape,2,2,"[u'the', u'shape']","[u'the', u'shape']","[(u'the', 'DT'), (u'shape', 'NN')]","[(u'the', 'DT'), (u'shape', 'NN')]","[(u'shape', 'NN')]","[(u'shape', 'NN')]","[(u'shape', 'NN')]","[(u'shape', 'NN')]",1,1,1,1,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
74,R_7P2v2GHsUPqaixr,1/15/16 15:51,1/15/16 15:54,1.128,1.128,6.956,1,circle,triangle,1.153,1.353,10.567,2,lengthier line,less lengthier line,,27,1,1,,FL_74|FL_90|FL_72|FL_71|FL_94|FL_97|FL_91|FL_73,FL_L86,FL_L81,FL_L62,FL_L88,FL_L63,FL_L92,FL_L64,FL_L95,time1.2Sh_1.2.,1.199,1,2Sh,2,1.199,20.514,1,different obscure shape,more curvature,shape,surface,2,1_2Sh,more curvature,different obscure shape,2,3,"[u'more', u'curvature']","[u'different', u'obscure', u'shape']","[(u'more', 'JJR'), (u'curvature', 'NN')]","[(u'different', 'JJ'), (u'obscure', 'NN'), (u'shape', 'NN')]","[(u'more', 'JJR'), (u'curvature', 'NN')]","[(u'different', 'JJ'), (u'obscure', 'NN'), (u'shape', 'NN')]","[(u'more', 'JJR'), (u'curvature', 'NN')]","[(u'different', 'JJ'), (u'obscure', 'NN'), (u'shape', 'NN')]",2,3,2,3,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
75,R_3G9hgZUwjBYhACv,1/15/16 15:54,1/15/16 15:56,1.534,1.534,7.655,1,circle,triangle,2.105,2.105,9.111,1,longer line,shorter line,1,40,2,1,,FL_97|FL_74|FL_90|FL_73|FL_91|FL_72|FL_94|FL_71,FL_L4,FL_L81,FL_L62,FL_L88,FL_L63,FL_L93,FL_L64,FL_L96,time1.2Sh_1.2.,1.323,1,2Sh,2,1.323,22.905,1,less long things,more long things,shape,surface,2,1_2Sh,more long things,less long things,3,3,"[u'more', u'long', u'things']","[u'less', u'long', u'things']","[(u'more', 'JJR'), (u'long', 'JJ'), (u'things', 'NNS')]","[(u'less', 'JJR'), (u'long', 'JJ'), (u'things', 'NNS')]","[(u'more', 'JJR'), (u'long', 'JJ'), (u'things', 'NNS')]","[(u'less', 'JJR'), (u'long', 'JJ'), (u'things', 'NNS')]","[(u'more', 'JJR'), (u'long', 'JJ'), (u'things', 'NNS')]","[(u'less', 'JJR'), (u'long', 'JJ'), (u'things', 'NNS')]",3,3,3,3,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
76,R_1FrHiXUTdfOkgcK,1/15/16 15:50,1/15/16 15:59,7.473,52.345,53.616,8,soft bent line,"rigid, straight line",7.995,33.334,34.632,4,long line,short line,1,47,2,1,,FL_71|FL_97|FL_91|FL_94|FL_73|FL_74|FL_90|FL_72,FL_L86,FL_L81,FL_L68,FL_L88,FL_L69,FL_L92,FL_L70,FL_L95,time1.2Sh_1.2.,4.263,1,2Sh,2,39.431,40.638,4,four protrusions,five protrusions,shape,surface,2,1_2Sh,five protrusions,four protrusions,2,2,"[u'five', u'protrusions']","[u'four', u'protrusions']","[(u'five', 'CD'), (u'protrusions', 'NNS')]","[(u'four', 'PRP$'), (u'protrusions', 'NNS')]","[(u'five', 'CD'), (u'protrusions', 'NNS')]","[(u'protrusions', 'NNS')]","[(u'five', 'CD'), (u'protrusions', 'NNS')]","[(u'protrusions', 'NNS')]",2,1,2,1,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
77,R_3n2XgpWlbE5MbDx,1/15/16 15:53,1/15/16 15:59,6.017,15.044,28.958,2,"Round, no edges","Triangle, 3 sides, 3 angles",6.732,14.783,15.42,3,Long line,short line,,27,2,1,,FL_72|FL_91|FL_97|FL_71|FL_90|FL_94|FL_74|FL_73,FL_L4,FL_L81,FL_L68,FL_L89,FL_L63,FL_L92,FL_L64,FL_L95,time1.2Sh_1.2.,5.618,1,2Sh,2,51.689,66.826,2,4 protruding shapes,6 protruding shapes,shape,surface,2,1_2Sh,6 protruding shapes,4 protruding shapes,3,3,"[u'6', u'protruding', u'shapes']","[u'4', u'protruding', u'shapes']","[(u'6', 'CD'), (u'protruding', 'VBG'), (u'shapes', 'NNS')]","[(u'4', 'LS'), (u'protruding', 'VBG'), (u'shapes', 'NNS')]","[(u'6', 'CD'), (u'protruding', 'VBG'), (u'shapes', 'NNS')]","[(u'4', 'LS'), (u'protruding', 'VBG'), (u'shapes', 'NNS')]","[(u'6', 'CD'), (u'protruding', 'VBG'), (u'shapes', 'NNS')]","[(u'4', 'LS'), (u'protruding', 'VBG'), (u'shapes', 'NNS')]",3,3,3,3,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
78,R_2f2JAnFgFN58l8p,1/15/16 15:59,1/15/16 16:01,1.525,1.525,5.993,1,circle,triangle,1.26,1.26,4.244,1,long,short,,25,1,1,,FL_74|FL_71|FL_91|FL_97|FL_73|FL_90|FL_72|FL_94,FL_L4,FL_L81,FL_L62,FL_L88,FL_L63,FL_L92,FL_L70,FL_L95,time1.2Sh_1.2.,1.007,1,2Sh,2,1.007,9.695,1,upside down,rightside up,shape,surface,2,1_2Sh,rightside up,upside down,2,2,"[u'rightside', u'up']","[u'upside', u'down']","[(u'rightside', 'NN'), (u'up', 'IN')]","[(u'upside', 'RB'), (u'down', 'IN')]","[(u'rightside', 'NN')]","[(u'upside', 'RB')]","[(u'rightside', 'NN')]","[(u'upside', 'RB')]",1,1,1,1,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
79,R_1dfUh65ZYl0wNoO,1/15/16 16:37,1/15/16 16:43,4.547,4.547,27.715,1,Is a circle,Is a triangle,1.635,1.635,15.882,1,The line is longer,The line is shorter,,30,1,1,,FL_73|FL_74|FL_71|FL_72|FL_97|FL_94|FL_91|FL_90,FL_L4,FL_L81,FL_L68,FL_L89,FL_L63,FL_L93,FL_L64,FL_L95,time1.2Sh_1.2.,1.546,1,2Sh,2,1.546,40.936,1,edges are less jagged,edges are more jagged,shape,surface,2,1_2Sh,edges are more jagged,edges are less jagged,4,4,"[u'edges', u'are', u'more', u'jagged']","[u'edges', u'are', u'less', u'jagged']","[(u'edges', 'NNS'), (u'are', 'VBP'), (u'more', 'RBR'), (u'jagged', 'JJ')]","[(u'edges', 'NNS'), (u'are', 'VBP'), (u'less', 'JJR'), (u'jagged', 'JJ')]","[(u'edges', 'NNS'), (u'are', 'VBP'), (u'more', 'RBR'), (u'jagged', 'JJ')]","[(u'edges', 'NNS'), (u'are', 'VBP'), (u'less', 'JJR'), (u'jagged', 'JJ')]","[(u'edges', 'NNS'), (u'more', 'RBR'), (u'jagged', 'JJ')]","[(u'edges', 'NNS'), (u'less', 'JJR'), (u'jagged', 'JJ')]",4,4,3,3,0.849056604,0.847457627,0.866666667,0.875,0.857142857,0.866666667
80,R_2diNoAtgQloncCP,1/15/16 15:17,1/15/16 15:22,1.237,6.701,20.361,3,curved line,straight lines,1.01,3.364,7.325,3,longer,shorter,1,32,2,1,,FL_73|FL_90|FL_72|FL_74|FL_91|FL_97|FL_94|FL_71,FL_L86,FL_L78,FL_L62,FL_L88,FL_L63,FL_L92,FL_L64,FL_L95,time2.1Su_1.1.,0.677,2,1Su,1,16.416,18.209,5,jagged,smooth,surface,shape,1,2_1Su,jagged,smooth,1,1,[u'jagged'],[u'smooth'],"[(u'jagged', 'VBD')]","[(u'smooth', 'NN')]","[(u'jagged', 'VBD')]","[(u'smooth', 'NN')]","[(u'jagged', 'VBD')]","[(u'smooth', 'NN')]",1,1,1,1,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
81,R_1jVxibCBgYDGMhZ,1/15/16 15:25,1/15/16 15:29,1.396,1.396,11.197,1,circle,triangle,1.435,1.723,5.649,2,long line,short line,1,36,1,1,,FL_71|FL_74|FL_90|FL_94|FL_72|FL_73|FL_91|FL_97,FL_L4,FL_L81,FL_L62,FL_L88,FL_L63,FL_L93,FL_L64,FL_L96,time2.1Su_1.1.,0.95,2,1Su,1,0.95,8.308,1,sharp edges,boxy edges,surface,shape,1,2_1Su,sharp edges,boxy edges,2,2,"[u'sharp', u'edges']","[u'boxy', u'edges']","[(u'sharp', 'JJ'), (u'edges', 'NNS')]","[(u'boxy', 'NN'), (u'edges', 'NNS')]","[(u'sharp', 'JJ'), (u'edges', 'NNS')]","[(u'boxy', 'NN'), (u'edges', 'NNS')]","[(u'sharp', 'JJ'), (u'edges', 'NNS')]","[(u'boxy', 'NN'), (u'edges', 'NNS')]",2,2,2,2,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
82,R_1pVu6bx2JrPBRAO,1/15/16 15:50,1/15/16 15:52,1.92,10.116,11.677,3,shape,shape,1.475,4.889,6.344,3,size,size,,27,1,1,,FL_72|FL_97|FL_71|FL_90|FL_73|FL_94|FL_74|FL_91,FL_L4,FL_L81,FL_L62,FL_L89,FL_L69,FL_L92,FL_L70,FL_L95,time2.1Su_1.1.,2.561,2,1Su,1,14.74,15.127,3,more pointy ,less pointy,surface,shape,1,2_1Su,more pointy ,less pointy,2,2,"[u'more', u'pointy']","[u'less', u'pointy']","[(u'more', 'JJR'), (u'pointy', 'NN')]","[(u'less', 'JJR'), (u'pointy', 'NN')]","[(u'more', 'JJR'), (u'pointy', 'NN')]","[(u'less', 'JJR'), (u'pointy', 'NN')]","[(u'more', 'JJR'), (u'pointy', 'NN')]","[(u'less', 'JJR'), (u'pointy', 'NN')]",2,2,2,2,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
83,R_1M0ViAylw7qjeF1,1/15/16 15:50,1/15/16 15:53,7.559,7.559,15.536,1,it has a circle,it has a triangle,2.584,2.584,9.09,1,the line is longer,the line is shorter,,35,1,1,,FL_97|FL_73|FL_91|FL_94|FL_90|FL_72|FL_74|FL_71,FL_L4,FL_L78,FL_L62,FL_L89,FL_L63,FL_L93,FL_L70,FL_L96,time2.1Su_1.1.,1.809,2,1Su,1,7.913,11.848,2,spiky,smooth,surface,shape,1,2_1Su,spiky,smooth,1,1,[u'spiky'],[u'smooth'],"[(u'spiky', 'NN')]","[(u'smooth', 'NN')]","[(u'spiky', 'NN')]","[(u'smooth', 'NN')]","[(u'spiky', 'NN')]","[(u'smooth', 'NN')]",1,1,1,1,0.717391304,0.642857143,0.731707317,0.710526316,0.725,0.710526316
